Pin title,Pin description,Media URL,Board ID,Website URL,Scheduled time,Locked
Faithful | 2 Thessalonians 3:3,"The Lord is faithful; he will strengthen and protect you. A free printable Bible verse card from 2 Thessalonians 3:3. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Faithful #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Faithful%20%282%20Thessalonians%203-3%29.png,b_347692102421896103,https://faithcompanionai.com/topics,2027-03-07T20:00:00Z,False
Portion | Psalm 73:26,"God is the strength of your heart and your portion forever. A free printable Bible verse card from Psalm 73:26. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Portion #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Portion%20%28Psalm%2073-26%29.png,b_347692102421896107,https://faithcompanionai.com/topics,2027-03-09T20:00:00Z,False
Justice | Micah 6:8,"Act justly, love mercy, and walk humbly with your God. A free printable Bible verse card from Micah 6:8. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Justice #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Justice%20%28Micah%206-8%29.png,b_347692102421896101,https://faithcompanionai.com/topics,2027-03-11T20:00:00Z,False
Love | 1 Corinthians 16:14,"Do everything in love. A free printable Bible verse card from 1 Corinthians 16:14. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Love #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Love%20%281%20Corinthians%2016-14%29.png,b_347692102421896103,https://faithcompanionai.com/topics/bible-verses-for-love,2027-03-13T20:00:00Z,False
Resurrection | John 11:25,"He is the resurrection and the life. A free printable Bible verse card from John 11:25. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Resurrection #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Resurrection%20%28John%2011-25%29.png,b_347692102421896103,https://faithcompanionai.com/topics,2027-03-15T20:00:00Z,False
Death Defeated | Romans 6:9,"Christ is raised from the dead and death has no hold. A free printable Bible verse card from Romans 6:9. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #DeathDefeated #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Death%20Defeated%20%28Romans%206-9%29.png,b_347692102421896101,https://faithcompanionai.com/topics,2027-03-17T20:00:00Z,False
Living Hope | 1 Peter 1:3,"New birth into a living hope through the resurrection. A free printable Bible verse card from 1 Peter 1:3. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #LivingHope #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Living%20Hope%20%281%20Peter%201-3%29.png,b_347692102421896107,https://faithcompanionai.com/topics,2027-03-19T20:00:00Z,False
Hosanna | Matthew 21:9,"Blessed is he who comes in the name of the Lord. A free printable Bible verse card from Matthew 21:9. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Hosanna #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Hosanna%20%28Matthew%2021-9%29.png,b_347692102421896103,https://faithcompanionai.com/topics,2027-03-21T20:00:00Z,False
Healed | Isaiah 53:5,"By his wounds we are healed. A free printable Bible verse card from Isaiah 53:5. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Healed #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Healed%20%28Isaiah%2053-5%29.png,b_347692102421896101,https://faithcompanionai.com/topics,2027-03-23T20:00:00Z,False
The Gift | John 3:16,"For God so loved the world that he gave his only Son. A free printable Bible verse card from John 3:16. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #TheGift #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20The%20Gift%20%28John%203-16%29.png,b_347692102421896107,https://faithcompanionai.com/topics,2027-03-25T20:00:00Z,False
He Is Risen | Luke 24:6,"He is not here; he has risen! A free printable Bible verse card from Luke 24:6. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #HeIsRisen #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20He%20Is%20Risen%20%28Luke%2024-6%29.png,b_347692102421896103,https://faithcompanionai.com/topics,2027-03-27T20:00:00Z,False
Victory | 1 Corinthians 15:57,"Thanks be to God who gives us the victory in Christ. A free printable Bible verse card from 1 Corinthians 15:57. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Victory #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Victory%20%281%20Corinthians%2015-57%29.png,b_347692102421896101,https://faithcompanionai.com/topics,2027-03-29T20:00:00Z,False
God's Plans | Jeremiah 29:11,"God has plans to prosper you and give you hope. A free printable Bible verse card from Jeremiah 29:11. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #GodSPlans #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20God%27s%20Plans%20%28Jeremiah%2029-11%29.png,b_347692102421896103,https://faithcompanionai.com/topics/jeremiah-29-11,2027-03-31T20:00:00Z,False
Fruit of the Spirit | Galatians 5:22,"Love, joy, peace, patience, kindness, the fruit of the Spirit. A free printable Bible verse card from Galatians 5:22. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #FruitOfTheSpirit #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Fruit%20of%20the%20Spirit%20%28Galatians%205-22%29.png,b_347692102421896101,https://faithcompanionai.com/topics,2027-04-02T20:00:00Z,False
Grace | Ephesians 2:8,"By grace you have been saved, through faith. A free printable Bible verse card from Ephesians 2:8. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Grace #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Grace%20%28Ephesians%202-8%29.png,b_347692102421896107,https://faithcompanionai.com/topics,2027-04-04T20:00:00Z,False
Fearless | Psalm 27:1,"The Lord is your light and salvation; whom shall you fear? A free printable Bible verse card from Psalm 27:1. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Fearless #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Fearless%20%28Psalm%2027-1%29.png,b_347692102421896103,https://faithcompanionai.com/topics/psalm-27,2027-04-06T20:00:00Z,False
Perfect Peace | Isaiah 26:3,"He keeps in perfect peace those whose minds are steadfast. A free printable Bible verse card from Isaiah 26:3. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #PerfectPeace #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Perfect%20Peace%20%28Isaiah%2026-3%29.png,b_347692102421896101,https://faithcompanionai.com/topics,2027-04-08T20:00:00Z,False
Power | 2 Timothy 1:7,"God gave us a spirit of power, love and self-discipline. A free printable Bible verse card from 2 Timothy 1:7. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Power #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Power%20%282%20Timothy%201-7%29.png,b_347692102421896107,https://faithcompanionai.com/topics,2027-04-10T20:00:00Z,False
Meditation | Psalm 19:14,"May the words of your mouth be pleasing to him. A free printable Bible verse card from Psalm 19:14. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Meditation #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Meditation%20%28Psalm%2019-14%29.png,b_347692102421896103,https://faithcompanionai.com/topics,2027-04-12T20:00:00Z,False
Ruling Peace | Colossians 3:15,"Let the peace of Christ rule in your heart. A free printable Bible verse card from Colossians 3:15. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #RulingPeace #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Ruling%20Peace%20%28Colossians%203-15%29.png,b_347692102421896101,https://faithcompanionai.com/topics,2027-04-14T20:00:00Z,False
Shadow of the Almighty | Psalm 91:1,"Dwell in the shelter of the Most High and find rest. A free printable Bible verse card from Psalm 91:1. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #ShadowOfTheAlmighty #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Shadow%20of%20the%20Almighty%20%28Psalm%2091-1%29.png,b_347692102421896103,https://faithcompanionai.com/topics/psalm-91,2027-04-16T20:00:00Z,False
Completion | Philippians 1:6,"He who began a good work in you will complete it. A free printable Bible verse card from Philippians 1:6. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Completion #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Completion%20%28Philippians%201-6%29.png,b_347692102421896101,https://faithcompanionai.com/topics,2027-04-18T20:00:00Z,False
Shield | Psalm 28:7,"The Lord is your strength and your shield. A free printable Bible verse card from Psalm 28:7. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Shield #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Shield%20%28Psalm%2028-7%29.png,b_347692102421896107,https://faithcompanionai.com/topics,2027-04-20T20:00:00Z,False
First Loved | 1 John 4:19,"We love because he first loved us. A free printable Bible verse card from 1 John 4:19. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #FirstLoved #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20First%20Loved%20%281%20John%204-19%29.png,b_347692102421896103,https://faithcompanionai.com/topics,2027-04-22T20:00:00Z,False
Wonderfully Made | Psalm 139:14,"You are fearfully and wonderfully made. A free printable Bible verse card from Psalm 139:14. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #WonderfullyMade #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Wonderfully%20Made%20%28Psalm%20139-14%29.png,b_347692102421896101,https://faithcompanionai.com/topics/psalm-139,2027-04-24T20:00:00Z,False
Let It Shine | Matthew 5:16,"Let your light shine before others. A free printable Bible verse card from Matthew 5:16. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #LetItShine #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Let%20It%20Shine%20%28Matthew%205-16%29.png,b_347692102421896107,https://faithcompanionai.com/topics,2027-04-26T20:00:00Z,False
Delight | Psalm 37:4,"Delight in the Lord and he will give your heart's desires. A free printable Bible verse card from Psalm 37:4. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Delight #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Delight%20%28Psalm%2037-4%29.png,b_347692102421896103,https://faithcompanionai.com/topics,2027-04-28T20:00:00Z,False
Joy and Peace | Romans 15:13,"May the God of hope fill you with joy and peace. A free printable Bible verse card from Romans 15:13. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #JoyAndPeace #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Joy%20and%20Peace%20%28Romans%2015-13%29.png,b_347692102421896101,https://faithcompanionai.com/topics,2027-04-30T20:00:00Z,False
He Is Near | Psalm 145:18,"The Lord is near to all who call on him. A free printable Bible verse card from Psalm 145:18. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #HeIsNear #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20He%20Is%20Near%20%28Psalm%20145-18%29.png,b_347692102421896107,https://faithcompanionai.com/topics,2027-05-02T20:00:00Z,False
Blessing | Numbers 6:24,"The Lord bless you and keep you. A free printable Bible verse card from Numbers 6:24. Save it, print it, or share it as encouragement today. More at faithcompanionai.com. #BibleVerse #Blessing #Faith #Scripture #ChristianFaith #DailyDevotion #FreePrintable",https://raw.githubusercontent.com/Tunjilor/pin-images/main/2027-spring/Pin%20-%20Blessing%20%28Numbers%206-24%29.png,b_347692102421896103,https://faithcompanionai.com/topics,2027-05-04T20:00:00Z,False
